1560004887737281792,0.00167,0.06154,0.00130,0.69900,0.71500,0.01071,0.00833,-0.00152,0.23521,0.00080,
1560004887837282048,-0.00436,0.09505,0.00023,0.69899,0.71494,0.01272,0.01070,-0.01032,0.29002,0.00137,
1560004887937320192,-0.00094,0.13415,0.00246,0.69914,0.71473,0.01472,0.01247,-0.00752,0.32108,0.00192,
1560004888037320448,-0.00106,0.16722,0.00251,0.69899,0.71477,0.01700,0.01476,-0.01095,0.32827,0.00444,
1560004888137320448,-0.00084,0.19914,0.00271,0.69874,0.71487,0.02000,0.01777,-0.00436,0.31163,0.00087,
1560004888237320960,0.00050,0.23045,0.00248,0.69875,0.71463,0.02410,0.02177,0.01678,0.31401,0.00451,
1560004888337320960,0.00393,0.25764,0.00232,0.69801,0.71498,0.02961,0.02663,0.01447,0.26496,-0.00726,
1560004888437323776,0.00742,0.28263,0.00243,0.69780,0.71473,0.03493,0.03195,0.01544,0.24636,0.00139,
1560004888537324032,0.00786,0.30050,0.00341,0.69718,0.71481,0.04004,0.03724,0.01342,0.19763,0.00198,
1560004888637323776,0.00674,0.31955,0.00480,0.69722,0.71423,0.04495,0.04182,0.00707,0.14924,-0.00078,
1560004888737324288,0.00229,0.33608,0.00694,0.69697,0.71402,0.04830,0.04558,-0.00943,0.14113,0.00918,
1560004888837324288,0.00184,0.34376,0.00725,0.69634,0.71435,0.05085,0.04727,-0.01157,0.09400,-0.00162,
1560004888937255168,0.00389,0.35074,0.00719,0.69623,0.71415,0.05348,0.04896,-0.00049,0.06746,0.00104,
1560004889037255168,0.00532,0.35384,0.00672,0.69618,0.71395,0.05585,0.05001,-0.00193,0.02138,-0.00224,
1560004889137255680,0.00710,0.35236,0.00554,0.69626,0.71371,0.05761,0.05030,0.00295,-0.02567,-0.00174,
1560004889237255680,0.00924,0.34608,0.00483,0.69655,0.71339,0.05861,0.04954,0.00937,-0.07211,-0.00402,
1560004889337255936,0.01231,0.33981,0.00443,0.69724,0.71269,0.05911,0.04935,0.02204,-0.10028,-0.00107,
1560004889437144064,0.01609,0.32845,0.00389,0.69803,0.71175,0.06001,0.05060,0.03955,-0.12447,-0.00112,
