1403636624513555456 -0.00568 -0.01290 -0.00073 -0.07152 0.80600 0.05540 0.58495 -0.03993 -0.08444 0.00082 
1403636624613555456 -0.01081 -0.01865 0.00055 -0.06773 0.80855 0.05556 0.58186 -0.05094 -0.09589 -0.00509 
1403636624713555456 -0.01624 -0.02893 0.00005 -0.06128 0.80727 0.05882 0.58403 -0.06591 -0.11858 -0.02216 
1403636624813555456 -0.02533 -0.04403 0.00007 -0.05271 0.80771 0.06500 0.58361 -0.10217 -0.15392 0.01578 
1403636624913555456 -0.03677 -0.05945 0.00567 -0.03993 0.81351 0.07460 0.57536 -0.12618 -0.16393 0.10421 
1403636625013555456 -0.05135 -0.07462 0.02021 -0.02902 0.82016 0.08283 0.56536 -0.13647 -0.13253 0.18862 
1403636625113555456 -0.06571 -0.08628 0.04197 -0.02569 0.82650 0.08587 0.55576 -0.11616 -0.07913 0.25459 
1403636625213555456 -0.07561 -0.09064 0.06931 -0.03315 0.82748 0.08122 0.55460 -0.07130 -0.03645 0.29062 
1403636625313555456 -0.07924 -0.09056 0.09464 -0.03913 0.82337 0.07788 0.56078 -0.01342 -0.00581 0.17633 
1403636625413555456 -0.07982 -0.09128 0.10126 -0.04174 0.82276 0.07780 0.56150 0.01119 -0.00430 -0.02707 
1403636625513555456 -0.07766 -0.09210 0.09416 -0.04212 0.82539 0.07869 0.55747 0.06418 0.01452 -0.10149 
1403636625613555456 -0.06921 -0.08945 0.08773 -0.04162 0.82592 0.08060 0.55644 0.10310 0.03452 -0.00119 
1403636625713555456 -0.05679 -0.08387 0.09647 -0.04263 0.82318 0.08143 0.56030 0.12105 0.07003 0.17664 
1403636625813555456 -0.04058 -0.07539 0.12168 -0.04402 0.81718 0.08160 0.56887 0.18462 0.09882 0.34496 
1403636625913555456 -0.02235 -0.06471 0.16197 -0.04732 0.81160 0.08031 0.57673 0.16819 0.11234 0.45307 
1403636626013555456 -0.00913 -0.05324 0.21104 -0.04927 0.80849 0.07952 0.58103 0.15890 0.11888 0.47175 
1403636626113555456 0.00478 -0.04429 0.25740 -0.05759 0.80761 0.07453 0.58214 0.13630 0.11116 0.43696 
1403636626213555456 0.01752 -0.03731 0.29886 -0.06578 0.80709 0.06917 0.58267 0.12348 0.08089 0.36069 
1403636626313555456 0.02944 -0.03190 0.32851 -0.06900 0.80687 0.06725 0.58282 0.11099 0.04680 0.22047 
1403636626413555456 0.03864 -0.03399 0.34549 -0.06761 0.80630 0.06852 0.58362 0.10041 0.00582 0.10068 
1403636626513555456 0.04829 -0.03674 0.35276 -0.06272 0.80355 0.07275 0.58744 0.08457 -0.02737 0.05091 
1403636626613555456 0.05575 -0.04269 0.35605 -0.05767 0.79902 0.07798 0.59343 0.05417 -0.04950 0.01986 
1403636626713555456 0.05597 -0.05809 0.35118 -0.05561 0.79736 0.08187 0.59534 -0.00009 -0.06902 -0.04039 
1403636626813555456 0.04882 -0.06987 0.34091 -0.05608 0.80024 0.08407 0.59110 -0.03909 -0.08060 -0.08289 
1403636626913555456 0.04639 -0.07864 0.33248 -0.05585 0.80486 0.08582 0.58456 -0.06115 -0.08455 -0.11046 
1403636627013555456 0.04231 -0.08863 0.31921 -0.05453 0.81014 0.08730 0.57713 -0.07264 -0.08445 -0.13385 
1403636627113555456 0.03387 -0.10014 0.30768 -0.05374 0.81522 0.08804 0.56990 -0.06574 -0.07889 -0.05656 
1403636627213555456 0.02526 -0.11154 0.30890 -0.05429 0.81294 0.08817 0.57306 -0.04529 -0.07630 0.07906 
1403636627313555456 0.01971 -0.12073 0.32142 -0.05602 0.80863 0.08766 0.57904 -0.03301 -0.07180 0.17398 
1403636627413555456 0.01482 -0.12916 0.34134 -0.05807 0.80761 0.08668 0.58042 -0.05484 -0.07121 0.27134 
1403636627513555456 0.00440 -0.14283 0.36771 -0.05910 0.80787 0.08286 0.58050 -0.05641 -0.09892 0.23155 
1403636627613555456 -0.00289 -0.15419 0.38307 -0.05540 0.80983 0.07586 0.57909 -0.06691 -0.12029 0.06270 
1403636627713555456 -0.01302 -0.16717 0.38176 -0.04968 0.81494 0.06954 0.57321 -0.08719 -0.13754 -0.09683 
1403636627813555456 -0.01976 -0.18125 0.37027 -0.04110 0.82226 0.06118 0.56432 -0.05341 -0.14185 -0.13392 
1403636627913555456 -0.02427 -0.19863 0.35869 -0.03202 0.82863 0.05249 0.55641 -0.01673 -0.12848 -0.09669 
1403636628013555456 -0.02292 -0.21376 0.35494 -0.02483 0.83104 0.04668 0.55369 0.05429 -0.12243 -0.00597 
1403636628113555456 -0.01279 -0.22552 0.36365 -0.02149 0.82649 0.04154 0.56100 0.12927 -0.10027 0.13076 
1403636628213555456 0.00077 -0.23424 0.38186 -0.02253 0.81675 0.03580 0.57544 0.14793 -0.08888 0.20619 
1403636628313555456 0.01368 -0.24335 0.40433 -0.02814 0.81095 0.02896 0.58372 0.12338 -0.09963 0.23252 
1403636628413555456 0.02484 -0.25450 0.42846 -0.03182 0.80977 0.02538 0.58533 0.11196 -0.12324 0.21979 
1403636628513555456 0.03508 -0.26873 0.44857 -0.03439 0.81006 0.02423 0.58483 0.09776 -0.15278 0.15967 
1403636628613555456 0.04400 -0.28562 0.46143 -0.03730 0.81083 0.02393 0.58360 0.07870 -0.18553 0.10167 
1403636628713555456 0.05173 -0.30700 0.46828 -0.03576 0.81100 0.02510 0.58341 0.07348 -0.23786 0.03875 
1403636628813555456 0.05802 -0.33286 0.46837 -0.02645 0.81463 0.02460 0.57885 0.05600 -0.26905 -0.03079 
1403636628913555456 0.06465 -0.36015 0.46737 -0.01752 0.81981 0.02132 0.57197 0.06056 -0.27665 0.02737 
1403636629013555456 0.06908 -0.38886 0.47469 -0.01211 0.82368 0.01792 0.56664 0.00282 -0.27976 0.12762 
1403636629113555456 0.07092 -0.41685 0.49120 -0.00752 0.82499 0.01417 0.56492 0.00216 -0.27978 0.17803 
1403636629213555456 0.07621 -0.44637 0.50695 -0.00197 0.82470 0.00605 0.56554 0.03141 -0.28831 0.13557 
1403636629313555456 0.08492 -0.47540 0.51782 0.00219 0.82241 -0.00319 0.56888 0.05751 -0.29174 0.09048 
1403636629413555456 0.09607 -0.50641 0.52345 0.00159 0.81923 -0.01257 0.57333 0.07523 -0.29583 0.03608 
1403636629513555456 0.10864 -0.53832 0.52258 0.00191 0.81574 -0.02606 0.57783 0.06982 -0.32288 -0.03590 
1403636629613555456 0.12155 -0.56893 0.51292 0.00952 0.81739 -0.03979 0.57463 0.06673 -0.36884 -0.11499 
1403636629713555456 0.13695 -0.60165 0.49574 0.02256 0.82254 -0.05398 0.56569 0.07921 -0.39140 -0.17016 
1403636629813555456 0.15207 -0.64135 0.47497 0.03732 0.82576 -0.07004 0.55842 0.11074 -0.41953 -0.21460 
1403636629913555456 0.17547 -0.68116 0.45111 0.05080 0.82656 -0.08763 0.55366 0.16322 -0.42268 -0.20504 
1403636630013555456 0.19786 -0.72099 0.43320 0.06050 0.82564 -0.10002 0.55195 0.15018 -0.40441 -0.13183 
1403636630113555456 0.22591 -0.75935 0.42291 0.06752 0.82121 -0.10810 0.55621 0.22138 -0.40847 -0.05208 
1403636630213555456 0.25928 -0.79814 0.42152 0.07331 0.81274 -0.11320 0.56681 0.24191 -0.40492 0.02432 
1403636630313555456 0.29963 -0.83526 0.42661 0.07705 0.80689 -0.11620 0.57401 0.25578 -0.39013 0.06516 
1403636630413555456 0.34289 -0.87031 0.43672 0.07857 0.80810 -0.11714 0.57191 0.27314 -0.38354 0.11315 
1403636630513555456 0.38728 -0.90613 0.45348 0.07914 0.81135 -0.11448 0.56776 0.30297 -0.36188 0.19158 
1403636630613555456 0.42579 -0.93845 0.47112 0.08120 0.81350 -0.10867 0.56553 0.32246 -0.33963 0.17408 
1403636630713555456 0.46515 -0.97039 0.48435 0.08021 0.81576 -0.10308 0.56345 0.35131 -0.31441 0.12066 
1403636630813555456 0.50512 -1.00076 0.49179 0.07434 0.81674 -0.10115 0.56318 0.37675 -0.29065 0.06163 
1403636630913555456 0.55465 -1.03504 0.49567 0.06755 0.81730 -0.09999 0.56344 0.40183 -0.28095 -0.00671 
1403636631013555456 0.59447 -1.06369 0.49253 0.06277 0.81743 -0.09905 0.56397 0.41864 -0.28394 -0.05111 
