1403637155438318848,1.13175,-0.83647,0.29436,0.05368,0.81111,-0.07153,0.57801,
1403637155538319104,1.19020,-0.85293,0.32173,0.06042,0.80722,-0.08595,0.58083,
1403637155638319104,1.25221,-0.86802,0.31160,0.06199,0.80518,-0.10079,0.58111,
1403637155738318848,1.28867,-0.89613,0.30877,0.06376,0.80384,-0.11470,0.58019,
1403637155838319104,1.33290,-0.92375,0.29795,0.06844,0.80141,-0.13226,0.57929,
1403637155938318848,1.38196,-0.95799,0.28254,0.08015,0.80173,-0.15071,0.57280,
1403637156038319104,1.43028,-0.99778,0.26354,0.09277,0.79735,-0.17109,0.57128,
1403637156138319104,1.47570,-1.04262,0.24636,0.10400,0.79013,-0.19331,0.57228,
1403637156238318848,1.51460,-1.09091,0.22827,0.11605,0.78274,-0.21718,0.57156,
1403637156338319104,1.54653,-1.14270,0.21103,0.12980,0.77553,-0.24116,0.56881,
1403637156438318848,1.57101,-1.19803,0.19477,0.14538,0.76857,-0.26462,0.56404,
1403637156538319104,1.58828,-1.25604,0.17816,0.16196,0.75964,-0.28676,0.56079,
1403637156638319104,1.60396,-1.32035,0.15950,0.17946,0.75119,-0.30694,0.55614,
1403637156738318848,1.61260,-1.38827,0.13587,0.19746,0.74308,-0.32492,0.55070,
1403637156838319104,1.61202,-1.45379,0.10628,0.21319,0.74115,-0.33681,0.54019,
1403637156938318848,1.61150,-1.52204,0.07211,0.22444,0.74224,-0.34330,0.52996,
1403637157038319104,1.61166,-1.59108,0.03124,0.22886,0.74439,-0.34776,0.52209,
1403637157238318848,1.62247,-1.74240,-0.04730,0.22291,0.74469,-0.35344,0.52040,
1403637157538319104,1.62115,-1.98378,-0.10163,0.19971,0.74288,-0.35719,0.52978,
1403637157838319104,1.60503,-2.28904,-0.09444,0.19648,0.74268,-0.34772,0.53750,
1403637157938318848,1.59120,-2.40007,-0.08560,0.20200,0.74080,-0.34223,0.54156,
1403637158038319104,1.56883,-2.51382,-0.08624,0.20962,0.74125,-0.33554,0.54224,
1403637158238318848,1.52668,-2.74695,-0.07269,0.21653,0.74107,-0.33012,0.54310,
1403637158338319104,1.49943,-2.86701,-0.06247,0.22009,0.73956,-0.33430,0.54117,
1403637158438318848,1.46661,-2.98295,-0.04740,0.22502,0.73414,-0.34532,0.53959,
1403637158538319104,1.42867,-3.09827,-0.03816,0.23032,0.72539,-0.36144,0.53863,
1403637158638319104,1.38359,-3.21557,-0.03462,0.23489,0.71487,-0.38237,0.53627,
1403637158738318848,1.33253,-3.33859,-0.03864,0.24553,0.70432,-0.40179,0.53123,
1403637158838319104,1.27459,-3.45310,-0.04779,0.25576,0.69933,-0.41659,0.52152,
1403637158938318848,1.21298,-3.56213,-0.05678,0.26563,0.69757,-0.42423,0.51270,
1403637159038319104,1.14954,-3.66995,-0.06045,0.27400,0.69891,-0.42782,0.50341,
1403637159138319104,1.08477,-3.77938,-0.05849,0.27582,0.69736,-0.43119,0.50168,
1403637159338319104,0.94879,-4.00372,-0.06590,0.26630,0.69245,-0.43819,0.50753,
1403637159538319104,0.80317,-4.22734,-0.09442,0.26650,0.69631,-0.43304,0.50657,
1403637159638319104,0.72633,-4.33499,-0.11621,0.27083,0.70147,-0.42791,0.50148,
1403637159738318848,0.65189,-4.44676,-0.13548,0.27503,0.70464,-0.42304,0.49888,
1403637159838319104,0.57845,-4.56475,-0.14735,0.27836,0.70496,-0.42078,0.49849,
1403637159938318848,0.50484,-4.68254,-0.15507,0.28330,0.70201,-0.42697,0.49459,
1403637160038319104,0.42992,-4.80379,-0.16430,0.29179,0.69338,-0.43951,0.49083,
1403637160138319104,0.35494,-4.92707,-0.17533,0.30168,0.67813,-0.45536,0.49171,
1403637160238318848,0.27931,-5.04642,-0.18858,0.31580,0.66363,-0.47259,0.48634,
1403637160338319104,0.20312,-5.15863,-0.20751,0.33076,0.64855,-0.49184,0.47757,
1403637160438318848,0.11988,-5.27586,-0.22996,0.34656,0.63253,-0.51328,0.46513,
1403637160538319104,0.03233,-5.39616,-0.25498,0.36457,0.61825,-0.53392,0.44698,
1403637160638319104,-0.05331,-5.51064,-0.28167,0.38136,0.60290,-0.55367,0.42957,
1403637160738318848,-0.13361,-5.62029,-0.30940,0.39019,0.59196,-0.57064,0.41438,
1403637160838319104,-0.20678,-5.72823,-0.33128,0.39642,0.58531,-0.58112,0.40319,
1403637160938318848,-0.27788,-5.84767,-0.34545,-0.39734,-0.58052,0.58960,-0.39684,
1403637161138319104,-0.39404,-6.06764,-0.33388,-0.38768,-0.56971,0.60322,-0.40158,
1403637161238318848,-0.43268,-6.16364,-0.30930,-0.38034,-0.55821,0.60879,-0.41608,
1403637161338319104,-0.48730,-6.27378,-0.28008,-0.37396,-0.55069,0.61201,-0.42702,
1403637161438318848,-0.56062,-6.39505,-0.24535,-0.37798,-0.55286,0.60965,-0.42403,
1403637161538319104,-0.64656,-6.51821,-0.20709,-0.38399,-0.55248,0.61126,-0.41674,
1403637161638319104,-0.74014,-6.64419,-0.17126,-0.39137,-0.54700,0.61596,-0.41014,
1403637161738318848,-0.83802,-6.76785,-0.13855,-0.40307,-0.53886,0.61717,-0.40776,
1403637161838319104,-0.93972,-6.88955,-0.10895,-0.42220,-0.52907,0.61156,-0.40967,
1403637161938318848,-1.04299,-7.00453,-0.08362,-0.44080,-0.51787,0.60530,-0.41366,
1403637162038319104,-1.14921,-7.11482,-0.06429,-0.45453,-0.50902,0.59986,-0.41768,
1403637162138319104,-1.25228,-7.20867,-0.05424,-0.45887,-0.50329,0.59940,-0.42056,
1403637162338319104,-1.44789,-7.34136,-0.05662,-0.44046,-0.49908,0.61310,-0.42546,
1403637162538319104,-1.65184,-7.42139,-0.07845,-0.41905,-0.50841,0.62670,-0.41613,
1403637162638319104,-1.76197,-7.44823,-0.08138,-0.42307,-0.51360,0.62369,-0.41017,
1403637162738318848,-1.88016,-7.47843,-0.07458,-0.43586,-0.50221,0.61707,-0.42076,
1403637162838319104,-2.00097,-7.49673,-0.07285,-0.44846,-0.48758,0.61847,-0.42267,
1403637162938318848,-2.12473,-7.50245,-0.07824,-0.46272,-0.47395,0.62562,-0.41214,
1403637163038319104,-2.24861,-7.49482,-0.08972,-0.47777,-0.45948,0.63678,-0.39386,
1403637163138319104,-2.37196,-7.47447,-0.10457,-0.49437,-0.44040,0.65062,-0.37194,
1403637163238318848,-2.49306,-7.44280,-0.12221,0.51065,0.41741,-0.66549,0.34947,
1403637163338319104,-2.60900,-7.40114,-0.14342,0.52351,0.39258,-0.68008,0.33061,
1403637163438318848,-2.71975,-7.35023,-0.16874,0.52891,0.36711,-0.69658,0.31663,
1403637163538319104,-2.82495,-7.28869,-0.19657,0.52685,0.34569,-0.71386,0.30550,
1403637163638319104,-2.92904,-7.21979,-0.22040,0.51610,0.33163,-0.73220,0.29589,
1403637163738318848,-3.03512,-7.14463,-0.23434,0.50460,0.32147,-0.74657,0.29098,
1403637163838319104,-3.14666,-7.06459,-0.23749,-0.49745,-0.31454,0.75490,-0.28937,
1403637163938318848,-3.26210,-6.97739,-0.22904,-0.49419,-0.30662,0.75839,-0.29429,
1403637164038319104,-3.38530,-6.88416,-0.21249,-0.49594,-0.30342,0.75760,-0.29669,
1403637164138319104,-3.51776,-6.78530,-0.18714,0.50108,0.30420,-0.75362,0.29739,
1403637164238318848,-3.65657,-6.67644,-0.15632,0.50576,0.30893,-0.74943,0.29518,
1403637164338319104,-3.80116,-6.55994,-0.12157,0.51086,0.31939,-0.74470,0.28709,
1403637164438318848,-3.94953,-6.43913,-0.09256,0.50874,0.32696,-0.74431,0.28333,
1403637164538319104,-4.09711,-6.31306,-0.07172,0.50160,0.32686,-0.74653,0.29027,
1403637164638319104,-4.24773,-6.18317,-0.05975,-0.49517,-0.32696,0.74815,-0.29694,
1403637164738318848,-4.40456,-6.04970,-0.05367,-0.49750,-0.33402,0.74502,-0.29303,
1403637164838319104,-4.56688,-5.91066,-0.05229,0.50938,0.33903,-0.73819,0.28401,
1403637164938318848,-4.72956,-5.76790,-0.05699,0.51912,0.33747,-0.73602,0.27369,
1403637165038319104,-4.89253,-5.62384,-0.06690,0.52562,0.32954,-0.73839,0.26440,
1403637165138319104,-5.05624,-5.47928,-0.07932,0.53600,0.31465,-0.74024,0.25641,
1403637165238318848,-5.21624,-5.33261,-0.09312,0.54469,0.29850,-0.74525,0.24252,
1403637165338319104,-5.37063,-5.18197,-0.10196,0.54526,0.28296,-0.75634,0.22489,
1403637165438318848,-5.51911,-5.03014,-0.10244,0.53985,0.27053,-0.76920,0.20906,
1403637165538319104,-5.66470,-4.88018,-0.09275,0.53838,0.26156,-0.77643,0.19718,
1403637165638319104,-5.80816,-4.73245,-0.07623,0.53981,0.25815,-0.78009,0.18283,
1403637165738318848,-5.94944,-4.58915,-0.06062,0.54441,0.26044,-0.77971,0.16683,
1403637165838319104,-6.08844,-4.45233,-0.04970,0.54914,0.26554,-0.77772,0.15193,
1403637165938318848,-6.21955,-4.32452,-0.04463,0.55177,0.27415,-0.77451,0.14326,
1403637166038319104,-6.34347,-4.20931,-0.04725,0.55235,0.28716,-0.76998,0.13992,
1403637166238318848,-6.56808,-4.01729,-0.09628,0.55373,0.30511,-0.76139,0.14345,
1403637166338319104,-6.66257,-3.94192,-0.13174,0.56436,0.30493,-0.75076,0.15774,
1403637166438318848,-6.73851,-3.88037,-0.15972,0.58366,0.30227,-0.73176,0.18030,
1403637166538319104,-6.80142,-3.81862,-0.18354,0.58871,0.30524,-0.72356,0.19161,
1403637166638319104,-6.85086,-3.75574,-0.20584,0.57677,0.31360,-0.72982,0.19068,
1403637166738318848,-6.88796,-3.69485,-0.22656,0.55747,0.32617,-0.74190,0.18008,
1403637166838319104,-6.91309,-3.64553,-0.24838,0.55006,0.33919,-0.74452,0.16755,
1403637166938318848,-6.91298,-3.62213,-0.27053,0.55564,0.35161,-0.73739,0.15456,
1403637167038319104,-6.89378,-3.62459,-0.28667,0.56811,0.36075,-0.72541,0.14455,
1403637167138319104,-6.85326,-3.63858,-0.29084,0.58008,0.36823,-0.71347,0.13740,
1403637167338319104,-6.72942,-3.68278,-0.27912,0.58964,0.37184,-0.70458,0.13276,
1403637167438318848,-6.63540,-3.72499,-0.27190,0.57703,0.36477,-0.71711,0.14047,
1403637167538319104,-6.52542,-3.77583,-0.27159,0.55777,0.34784,-0.73521,0.16544,
1403637167638319104,-6.40527,-3.83404,-0.27580,0.54194,0.32984,-0.74869,0.19226,
1403637167738318848,-6.28171,-3.89642,-0.28480,0.53126,0.32364,-0.75468,0.20849,
1403637167838319104,-6.15670,-3.96146,-0.29972,0.51999,0.32956,-0.75765,0.21671,
1403637167938318848,-6.03404,-4.02900,-0.31485,0.51047,0.34160,-0.75822,0.21870,
1403637168038319104,-5.91371,-4.10014,-0.32166,0.51026,0.35598,-0.75275,0.21514,
1403637168138319104,-5.79392,-4.17644,-0.32761,0.50631,0.36105,-0.75125,0.22116,
1403637168238318848,-5.67054,-4.25761,-0.34607,0.50601,0.36198,-0.74872,0.22880,
1403637168338319104,-5.55243,-4.34018,-0.37940,0.51318,0.36324,-0.74194,0.23290,
1403637168438318848,-5.43714,-4.42169,-0.42495,0.52586,0.36319,-0.73168,0.23709,
1403637168538319104,-5.32134,-4.50180,-0.47622,0.53172,0.35912,-0.72670,0.24540,
1403637168638319104,-5.20473,-4.57932,-0.52717,0.52631,0.35881,-0.73014,0.24729,
1403637168738318848,-5.08596,-4.65856,-0.57049,0.52142,0.36141,-0.73373,0.24318,
1403637168838319104,-4.96669,-4.73884,-0.60481,0.51911,0.36239,-0.73599,0.23983,
1403637168938318848,-4.84655,-4.81970,-0.63580,0.51959,0.36580,-0.73595,0.23366,
1403637169038319104,-4.72682,-4.90163,-0.66982,0.52170,0.36813,-0.73502,0.22817,
1403637169138319104,-4.60505,-4.98886,-0.70298,0.52477,0.37364,-0.73127,0.22418,
1403637169238318848,-4.47666,-5.08468,-0.72824,0.52636,0.38238,-0.72393,0.22950,
1403637169338319104,-4.34436,-5.18330,-0.74370,0.52467,0.39385,-0.71440,0.24340,
1403637169438318848,-4.20305,-5.28260,-0.74972,0.52052,0.41047,-0.70261,0.25867,
1403637169538319104,-4.05945,-5.38270,-0.74906,0.51656,0.43111,-0.68682,0.27491,
1403637169638319104,-3.90814,-5.48056,-0.74404,0.51358,0.45591,-0.66588,0.29151,
1403637169738318848,-3.74843,-5.57593,-0.73790,0.50520,0.47932,-0.64672,0.31109,
1403637169838319104,-3.58200,-5.66836,-0.73783,-0.49464,-0.50115,0.62942,-0.32865,
1403637169938318848,-3.40994,-5.75775,-0.74435,-0.48811,-0.52268,0.61048,-0.34040,
1403637170038319104,-3.23189,-5.84156,-0.75843,-0.48174,-0.54159,0.59265,-0.35124,
1403637170138319104,-3.04247,-5.92358,-0.77949,-0.47274,-0.55849,0.57675,-0.36326,
1403637170238318848,-2.84426,-6.00000,-0.80537,0.46463,0.57393,-0.55952,0.37638,
1403637170338319104,-2.63738,-6.06989,-0.83543,0.45593,0.58857,-0.54128,0.39080,
1403637170438318848,-2.41916,-6.13424,-0.87037,0.43843,0.59602,-0.52652,0.41871,
1403637170538319104,-2.19571,-6.19084,-0.90734,0.41982,0.60017,-0.50917,0.45198,
1403637170638319104,-1.97283,-6.23431,-0.94737,0.40399,0.60481,-0.48791,0.48263,
1403637170738318848,-1.75688,-6.25934,-0.99098,0.39003,0.61316,-0.46359,0.50695,
1403637170838319104,-1.54255,-6.27233,-1.03433,0.36840,0.62956,-0.44328,0.52100,
1403637170938318848,-1.33603,-6.26899,-1.07067,0.34542,0.65044,-0.42102,0.52949,
1403637171038319104,-1.13843,-6.25104,-1.09824,0.32112,0.67020,-0.39974,0.53659,
1403637171138319104,-0.94980,-6.22105,-1.11855,0.29675,0.68725,-0.38096,0.54268,
1403637171238318848,-0.77010,-6.18315,-1.12944,0.27987,0.69659,-0.36539,0.55039,
1403637171338319104,-0.60277,-6.13761,-1.13018,0.27298,0.70119,-0.35062,0.55757,
1403637171438318848,-0.44613,-6.08382,-1.12300,0.27713,0.70639,-0.33586,0.55805,
1403637171538319104,-0.28977,-6.02562,-1.11010,0.27946,0.71065,-0.32853,0.55582,
