1403636898 -0.04167 -0.03928 -0.00117 0.81484 0.04549 0.57658 -0.03902
1403636898 -0.05693 -0.04678 0.00899 0.82500 0.04852 0.56231 -0.02889
1403636898 -0.07110 -0.05736 0.02430 0.83209 0.05107 0.55178 -0.02367
1403636898 -0.08046 -0.06625 0.04570 0.83254 0.05332 0.55094 -0.02250
1403636898 -0.08359 -0.07225 0.06461 0.82554 0.05499 0.56113 -0.02442
1403636898 -0.08494 -0.07762 0.07579 0.82105 0.05652 0.56733 -0.02844
1403636898 -0.08527 -0.08204 0.08745 0.81926 0.05915 0.56953 -0.03088
1403636898 -0.07426 -0.08014 0.10036 0.81916 0.06185 0.56928 -0.03265
1403636898 -0.06689 -0.08177 0.11727 0.81919 0.06480 0.56872 -0.03587
1403636899 -0.05987 -0.08323 0.13788 0.81921 0.06703 0.56821 -0.03932
1403636899 -0.05082 -0.08275 0.15666 0.81934 0.07021 0.56759 -0.03985
1403636899 -0.04117 -0.08152 0.17414 0.81983 0.07200 0.56656 -0.04141
1403636899 -0.02923 -0.07810 0.18860 0.81986 0.07214 0.56625 -0.04453
1403636899 -0.01466 -0.07666 0.20202 0.82083 0.07030 0.56462 -0.04999
1403636899 0.00133 -0.07443 0.21215 0.82094 0.06403 0.56480 -0.05451
1403636899 0.02156 -0.07863 0.22267 0.81930 0.05459 0.56852 -0.05053
1403636899 0.04293 -0.08333 0.23060 0.81444 0.04151 0.57734 -0.04047
1403636899 0.06324 -0.09168 0.24084 0.80925 0.02338 0.58641 -0.02635
1403636899 0.08182 -0.10217 0.25081 0.80665 0.00265 0.59093 -0.01053
1403636900 0.09718 -0.11286 0.25782 0.81072 -0.01838 0.58513 -0.00419
1403636900 0.11048 -0.12524 0.26431 0.81437 -0.03351 0.57938 0.00020
1403636900 0.12524 -0.14085 0.27136 0.81688 -0.04285 0.57519 0.00580
1403636900 0.14058 -0.15997 0.27710 0.81818 -0.04567 0.57296 0.01447
1403636900 0.16104 -0.18100 0.28203 0.81664 -0.04508 0.57492 0.02285
1403636900 0.17978 -0.20398 0.28440 0.81244 -0.04394 0.58072 0.02793
1403636900 0.19742 -0.22613 0.28731 0.80736 -0.04283 0.58772 0.03031
1403636900 0.20965 -0.24860 0.29871 0.80638 -0.04047 0.58917 0.03157
1403636900 0.21983 -0.26933 0.31922 0.80974 -0.03886 0.58473 0.03001
1403636900 0.22677 -0.29011 0.34525 0.81498 -0.03643 0.57767 0.02788
1403636901 0.23389 -0.31077 0.36944 0.81780 -0.03379 0.57393 0.02583
1403636901 0.24189 -0.33179 0.38828 0.82098 -0.03182 0.56959 0.02336
1403636901 0.25345 -0.35580 0.39997 0.82639 -0.03107 0.56190 0.01967
1403636901 0.26542 -0.37719 0.40750 0.82697 -0.03252 0.56113 0.01433
